fragment,api,relevance
"Unclear SecurityException when using Android Service Backup (Cloud Backup) 

I try to use my application, which contains usage of Android Backup Service with my own `BackupAgent`, on Android Emulator. But backup doesn't work, despite of permission written in AndroidManifest.xml.

Permission:

Warning in log: 09-17 09:05:58.553: WARN/PackageManager(73): Not granting permission android.permission.BACKUP to package my.package (protectionLevel=3 flags=0x1be46)

Exception in log (when I try to call requestRestore()): java.lang.SecurityException: getCurrentTransport: Neither user 10040 nor current process has android.permission.BACKUP.

What's wrong in my code?

UPD: My manifest
    
    
    
    
    
    
    
    

The `android.permission.BACKUP` permission is not needed for normal `BackupAgent` operations. Remove it from your manifest - though it shouldn't stop your `BackupAgent` from working.

Make sure to call `BackupManager.dataChanged()` method when you need to do a backup otherwise your BackupAgent will be called once but never again. It does not need `android.permission.BACKUP` either.",BackupAgent,0
"delete data form database? 

how can i delete data in database when i click an item in listview? please give me some code to that. this my method to choose item in listview: 
    
    
    listview.setOnItemClickListener(new OnItemClickListener(){
    public void onItemClick(AdapterView adapterView, View convertView, int position, long id)
    {
    AlertDialog.Builder alertDialog = new AlertDialog.Builder(AndroidSpinnerFromSQLiteActivity.this);
    alertDialog.setTitle(""Confirm Delete..."");
    alertDialog.setMessage(""Are you sure you want delete this?"");
    alertDialog.setIcon(R.drawable.delete);
    alertDialog.setPositiveButton(""YES"",
    new DialogInterface.OnClickListener() {
    public void onClick(DialogInterface dialog,int which) {
    }
    });
    alertDialog.setNegativeButton(""NO"",
    new DialogInterface.OnClickListener() {
    public void onClick(DialogInterface dialog, int which) {
    }
    });
    alertDialog.show();
    }
    });
    };
    

this my database class:

public class DatabaseHandler extends SQLiteOpenHelper {
    
    
    private static final int DATABASE_VERSION = 1;
    private static final String DATABASE_NAME = ""spinnerExample"";
    private static final String TABLE_LABELS = ""labels"";
    private static final String KEY_ID = ""id"";
    private static final String KEY_NAME = ""name"";
    public DatabaseHandler(Context context) {
    super(context, DATABASE_NAME, null, DATABASE_VERSION);
    }
    @Override
    public void onCreate(SQLiteDatabase db) {
    String CREATE_CATEGORIES_TABLE = ""CREATE TABLE "" + TABLE_LABELS + ""(""
    + KEY_ID + "" INTEGER PRIMARY KEY,"" + KEY_NAME + "" TEXT"" +"")"";
    db.execSQL(CREATE_CATEGORIES_TABLE);
    }
    @Override
    public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) {
    db.execSQL(""DROP TABLE IF EXISTS "" + TABLE_LABELS);
    onCreate(db);
    }
    public void insertLabel(String label){
    SQLiteDatabase db = this.getWritableDatabase();
    ContentValues values = new ContentValues();
    values.put(KEY_NAME, label);
    db.insert(TABLE_LABELS, null, values);
    db.close(); 
    }
    public List getAllLabels(){
    List labels = new ArrayList();
    String selectQuery = ""SELECT * FROM "" + TABLE_LABELS;
    SQLiteDatabase db = this.getReadableDatabase();
    Cursor cursor = db.rawQuery(selectQuery, null);
    if (cursor.moveToFirst()) {
    do {
    labels.add(cursor.getString(1));
    } while (cursor.moveToNext());
    }
    cursor.close();
    db.close();
    return labels;
    }
    

}

add One method in Helper class:
    
    
    public boolean deleteData(String name)
    {
    SQLiteDatabase db=getWritableDatabase();
    return db.delete(TABLE_NAME, KEY_NAME+""= ?"", new String[]{name})>0;
    }
    

invoke this method with label name. which you will get in `onItemClick` method on list view `OnItemClickListener`.",SQLiteDatabase,0
"sqlite no such table 

can anyone please help. I've seen many people with the same problem and looked at all suggestions but still cannot get this to work. I have tried to unistall the application and install again, I have tried to change the version number and start again. I've debugged the code and it does go into the onCreate function, but when I go to make a select query it says the users table does not exist. Any help would greatly be appreciated. Thanks guys

DatabaseHandler Class
    
    
    public class DatabaseHandler extends SQLiteOpenHelper 
    { 
    // Variables
    protected static final int DATABASE_VERSION = 1; 
    protected static final String DATABASE_NAME = ""MyUser.db"";
    // Constructor
    public DatabaseHandler(Context context) 
    { 
    super(context, DATABASE_NAME, null, DATABASE_VERSION); 
    } 
    // Creating Tables 
    @Override
    public void onCreate(SQLiteDatabase db) 
    { 
    // Create the Users table
    // NOTE: I have the column variables saved above
    String CREATE_USERS_TABLE = ""CREATE TABLE IF NOT EXISTS Users(""
    + KEY_PRIMARY_ID + "" "" + INTEGER + "" "" + PRIMARY_KEY + "" "" + AUTO_INCREMENT + "" "" + NOT_NULL + "","" + USERS_KEY_EMAIL + "" "" + NVARCHAR+""(1000)"" + "" "" + UNIQUE + "" "" + NOT_NULL + "","" + USERS_KEY_PIN + "" "" + NVARCHAR+""(10)"" + "" "" + NOT_NULL + "")""; 
    db.execSQL(CREATE_USERS_TABLE);
    }
    // Upgrading database 
    @Override
    public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) 
    { 
    db.execSQL(""DROP TABLE IF EXISTS Users""); 
    onCreate(db); 
    }
    

UserDataSource class
    
    
    public class UserDataSource 
    {
    private SQLiteDatabase db; 
    private DatabaseHandler dbHandler;
    public UserDataSource(Context context) 
    {
    dbHandler = new DatabaseHandler(context);
    }
    public void OpenWriteable() throws SQLException 
    {
    db = dbHandler.getWritableDatabase();
    }
    public void Close() 
    {
    dbHandler.close();
    }
    // Validate the user login with the username and password provided
    public void ValidateLogin(String username, String pin) throws CustomException
    { 
    Cursor cursor = db.rawQuery( ""select * from Users where "" + DatabaseHandler.USERS_KEY_EMAIL + "" = '"" + username + ""'"" + "" and "" + DatabaseHandler.USERS_KEY_PIN + "" = '"" + pin + ""'"" , null);
    ........
    }
    

Then in the activity class, I'm calling
    
    
    UserDataSource uds = new UserDataSource (this);
    uds.OpenWriteable();
    uds.ValidateLogin(""name"", ""pin"");
    

Any help would be great, thanks very much Graham

The following is the attached log from the error report
    
    
    11-23 17:47:46.414: I/SqliteDatabaseCpp(26717): sqlite returned: error code = 1, msg = no such table: Users, db=/data/data/prometric.myitemwriter/databases/MyUser.db
    11-23 17:47:57.085: D/AndroidRuntime(26717): Shutting down VM
    11-23 17:47:57.085: W/dalvikvm(26717): threadid=1: thread exiting with uncaught exception (group=0x40bec1f8)
    11-23 17:47:57.171: D/dalvikvm(26717): GC_CONCURRENT freed 575K, 8% free 8649K/9351K, paused 2ms+6ms
    11-23 17:47:57.179: E/AndroidRuntime(26717): FATAL EXCEPTION: main
    11-23 17:47:57.179: E/AndroidRuntime(26717): java.lang.IllegalStateException: Could not execute method of the activity
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.view.View$1.onClick(View.java:3091)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.view.View.performClick(View.java:3558)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.view.View$PerformClick.run(View.java:14152)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.os.Handler.handleCallback(Handler.java:605)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.os.Handler.dispatchMessage(Handler.java:92)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.os.Looper.loop(Looper.java:137)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.app.ActivityThread.main(ActivityThread.java:4514)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at java.lang.reflect.Method.invokeNative(Native Method)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at java.lang.reflect.Method.invoke(Method.java:511)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:790)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:557)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at dalvik.system.NativeStart.main(Native Method)
    11-23 17:47:57.179: E/AndroidRuntime(26717): Caused by: java.lang.reflect.InvocationTargetException
    11-23 17:47:57.179: E/AndroidRuntime(26717): at java.lang.reflect.Method.invokeNative(Native Method)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at java.lang.reflect.Method.invoke(Method.java:511)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.view.View$1.onClick(View.java:3086)
    11-23 17:47:57.179: E/AndroidRuntime(26717): ... 11 more
    11-23 17:47:57.179: E/AndroidRuntime(26717): Caused by: android.database.sqlite.SQLiteException: no such table: Users: , while compiling: select * from Users where email = '' and pin = ''
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteCompiledSql.native_compile(Native Method)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteCompiledSql.(SQLiteCompiledSql.java:68)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteProgram.compileSql(SQLiteProgram.java:143)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteProgram.compileAndbindAllArgs(SQLiteProgram.java:361)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteProgram.(SQLiteProgram.java:127)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteProgram.(SQLiteProgram.java:94)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteQuery.(SQLiteQuery.java:53)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteDirectCursorDriver.query(SQLiteDirectCursorDriver.java:47)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteDatabase.rawQueryWithFactory(SQLiteDatabase.java:1685)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at android.database.sqlite.SQLiteDatabase.rawQuery(SQLiteDatabase.java:1659)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at projectname.database.UserDataSource.ValidateLogin(UserDataSource.java:73)
    11-23 17:47:57.179: E/AndroidRuntime(26717): at projectname.LoginActivity.btn_login_Click(LoginActivity.java:47)
    11-23 17:47:57.179: E/AndroidRuntime(26717): ... 14 more
    

In this method:
    
    
    public void ValidateLogin(String username, String pin) throws CustomException
    { 
    Cursor cursor = db.rawQuery(""select * from Users where "" +
    DatabaseHandler.USERS_KEY_EMAIL + "" = '"" + username + ""'"" + "" and "" +
    DatabaseHandler.USERS_KEY_PIN + "" = '"" + pin + ""'"" , null);
    ........
    }
    

replace code by
    
    
     Cursor cursor = db.rawQuery(""select * from Users where""
    +DatabaseHandler.USERS_KEY_EMAIL+""='""+username+""'""+""and""+ 
    DatabaseHandler.USERS_KEY_PIN +""='""+pin+""'"", null);
    

I think that extra space is mattering. Please try it. I hope it works. Let me know if you got the solution.",Cursor,0
"How to enable android backup agent only on WiFi? 

I've written a BackupAgent to backup my data, but I want to enable the backup only when WiFi is connected and not GPRS/3G/4G. Can I control that programmatically ?
    
    
    protected boolean isWifiConnectivity() {
    TelephonyManager telephonyManager = (TelephonyManager) getContext().getSystemService(Context.TELEPHONY_SERVICE);
    WifiManager wifiManager = (WifiManager) getContext().getSystemService(Context.WIFI_SERVICE);
    return (telephonyManager.getDataState() == TelephonyManager.DATA_DISCONNECTED && wifiManager.isWifiEnabled());
    }",Context,0
"Where is sqlite database in android tablet? 

I am developing a application in which, insert some values in local sqlite database. Its working fine on local Emulator and Tablet as well as. After inserting values, I want to get sqlite database. I am able to get database from Emulator but unfortunatally unable to get sqlite database from Android Tablet. Please suggest what is procedure to get database from real device(Tablet).

Thanks. 

Thank for all of you

Finally i got a proper solution. We can't get db from any (Samsung) tablet, but we can copy its data and can pull to our PC.
    
    
    public void copyDataBase() {
    Log.i(""info"", ""in copy data base at finally"");
    try {
    File sd = Environment.getExternalStorageDirectory();
    File data = Environment.getDataDirectory();
    if (sd.canWrite()) {
    String currentDBPath = ""/data/"" + context.getPackageName()
    + ""/databases/DB_29Apr.sqlite"";
    String backupDBPath = ""DB_29Apr.sqlite"";
    File currentDB = new File(data, currentDBPath);
    File backupDB = new File(sd, backupDBPath);
    if (currentDB.exists()) {
    FileChannel src = new FileInputStream(currentDB)
    .getChannel();
    FileChannel dst = new FileOutputStream(backupDB)
    .getChannel();
    dst.transferFrom(src, 0, src.size());
    src.close();
    dst.close();
    }
    }
    } catch (Exception e) {
    Log.i(""info"", ""in copy of bata base 10 "");
    }
    }
    

From above function you can copy the db on external space of tablet.

Go to DDMS and find the defined database with given name in db at storage place in tablet.",FileOutputStream,1
"Where is sqlite database in android tablet? 

I am developing a application in which, insert some values in local sqlite database. Its working fine on local Emulator and Tablet as well as. After inserting values, I want to get sqlite database. I am able to get database from Emulator but unfortunatally unable to get sqlite database from Android Tablet. Please suggest what is procedure to get database from real device(Tablet).

Thanks. 

Thank for all of you

Finally i got a proper solution. We can't get db from any (Samsung) tablet, but we can copy its data and can pull to our PC.
    
    
    public void copyDataBase() {
    Log.i(""info"", ""in copy data base at finally"");
    try {
    File sd = Environment.getExternalStorageDirectory();
    File data = Environment.getDataDirectory();
    if (sd.canWrite()) {
    String currentDBPath = ""/data/"" + context.getPackageName()
    + ""/databases/DB_29Apr.sqlite"";
    String backupDBPath = ""DB_29Apr.sqlite"";
    File currentDB = new File(data, currentDBPath);
    File backupDB = new File(sd, backupDBPath);
    if (currentDB.exists()) {
    FileChannel src = new FileInputStream(currentDB)
    .getChannel();
    FileChannel dst = new FileOutputStream(backupDB)
    .getChannel();
    dst.transferFrom(src, 0, src.size());
    src.close();
    dst.close();
    }
    }
    } catch (Exception e) {
    Log.i(""info"", ""in copy of bata base 10 "");
    }
    }
    

From above function you can copy the db on external space of tablet.

Go to DDMS and find the defined database with given name in db at storage place in tablet.",FileInputStream,1
"Where is sqlite database in android tablet? 

I am developing a application in which, insert some values in local sqlite database. Its working fine on local Emulator and Tablet as well as. After inserting values, I want to get sqlite database. I am able to get database from Emulator but unfortunatally unable to get sqlite database from Android Tablet. Please suggest what is procedure to get database from real device(Tablet).

Thanks. 

Thank for all of you

Finally i got a proper solution. We can't get db from any (Samsung) tablet, but we can copy its data and can pull to our PC.
    
    
    public void copyDataBase() {
    Log.i(""info"", ""in copy data base at finally"");
    try {
    File sd = Environment.getExternalStorageDirectory();
    File data = Environment.getDataDirectory();
    if (sd.canWrite()) {
    String currentDBPath = ""/data/"" + context.getPackageName()
    + ""/databases/DB_29Apr.sqlite"";
    String backupDBPath = ""DB_29Apr.sqlite"";
    File currentDB = new File(data, currentDBPath);
    File backupDB = new File(sd, backupDBPath);
    if (currentDB.exists()) {
    FileChannel src = new FileInputStream(currentDB)
    .getChannel();
    FileChannel dst = new FileOutputStream(backupDB)
    .getChannel();
    dst.transferFrom(src, 0, src.size());
    src.close();
    dst.close();
    }
    }
    } catch (Exception e) {
    Log.i(""info"", ""in copy of bata base 10 "");
    }
    }
    

From above function you can copy the db on external space of tablet.

Go to DDMS and find the defined database with given name in db at storage place in tablet.",File,1
"Where is sqlite database in android tablet? 

I am developing a application in which, insert some values in local sqlite database. Its working fine on local Emulator and Tablet as well as. After inserting values, I want to get sqlite database. I am able to get database from Emulator but unfortunatally unable to get sqlite database from Android Tablet. Please suggest what is procedure to get database from real device(Tablet).

Thanks. 

Thank for all of you

Finally i got a proper solution. We can't get db from any (Samsung) tablet, but we can copy its data and can pull to our PC.
    
    
    public void copyDataBase() {
    Log.i(""info"", ""in copy data base at finally"");
    try {
    File sd = Environment.getExternalStorageDirectory();
    File data = Environment.getDataDirectory();
    if (sd.canWrite()) {
    String currentDBPath = ""/data/"" + context.getPackageName()
    + ""/databases/DB_29Apr.sqlite"";
    String backupDBPath = ""DB_29Apr.sqlite"";
    File currentDB = new File(data, currentDBPath);
    File backupDB = new File(sd, backupDBPath);
    if (currentDB.exists()) {
    FileChannel src = new FileInputStream(currentDB)
    .getChannel();
    FileChannel dst = new FileOutputStream(backupDB)
    .getChannel();
    dst.transferFrom(src, 0, src.size());
    src.close();
    dst.close();
    }
    }
    } catch (Exception e) {
    Log.i(""info"", ""in copy of bata base 10 "");
    }
    }
    

From above function you can copy the db on external space of tablet.

Go to DDMS and find the defined database with given name in db at storage place in tablet.",Environment,1
"Access database without rooting 

I've already vainly searched extensively to find a method to access db without rooting my android phone. I don't want to use AVD as it's very slow. But in order to see what I'm doing I need to access my app .db file from PC or phone in someway.

/data/data//databases/.db doesn't work for real devices.

So, please suggest me some method by which I can see my database.

We just set the file permissions to readable for all users from within the app.
    
    
    if (BuildConfig.DEBUG)
    {
    new File(mDB.getPath()).setReadable(true, false);
    }
    

Then just get the .db with adb -pull
    
    
    adb -d pull //data/data/xxxxx/databases/xxxxx.db .
    

NOTE: I've discovered that this needs to be done each time the database file is opened, for example in onCreate as well as the constructor of your SQLiteOpenHelper wrapper (when your database is not null) or perhaps onOpen. If only in onCreate, then the next time you run your app and the .db already exists, for some reason the permissions have been changed back. This might have something to do with how Android manages its data.",File,0
"how to get the string values of activity1 and activity2 into activity3 by use intent 

I have 3 activities. I'm trying to get a string value from the first Activity to the second Activity. And then I want both the string value of the first Activity and the second Activity in the third activity.

How should the code look in my activities to achieve this?

My flow is first I execute the first Activity, then in the first I start the second Activity, and finally in the second I start the third Activity. 

Any help would be appreciated.

please using Intent to put string like :
    
    
    Intent i=new Intent(Activity1.this,Activity2.class);
    i.putExtra(""string1"",//here add your string);
    

and same code paste second activity to pass two string like:
    
    
    String test=getIntent.getStringExtras(""string1"");
    Intent i=new Intent(Activity2.this,Activity3.class);
    i.putExtra(""string1"",test);
    i.putExtra(""string2"",//here add your string);
    

and same as get two value to activity3 like:
    
    
     String test=getIntent.getStringExtras(""string1"");
    String test2=getIntent.getStringExtras(""string2"");",Intent,1
"How to pass data from 2nd activity to 1st activity when pressed back? - android 

I've 2 activities, Activity1 and Activity2.

In `Activity1` I've a Button and TextView. When the button is clicked Activity2 is started.

In `Activity2` I've an EditText.

I want to display the data retrieved from EditText in Activity2 in the TextView in Activity1 when back is pressed from Activity2.

can someone help me with the code to make this work?

Start Activity2 with `startActivityForResult` and use `setResult` method for sending data back from Activity2 to Activity1. In Activity1 you will need to override `onActivityResult` for updating `TextView` with `EditText` data from Activity2.

For example:

In Activity1, start Activity2 as:
    
    
    Intent i = new Intent(this, Activity2.class);
    startActivityForResult(i, 1);
    

In Activity2, use `setResult` for sending data back:
    
    
    Intent intent = new Intent();
    intent.putExtra(""editTextValue"", ""value_here"")
    setResult(RESULT_OK, intent); 
    finish();
    

And in Activity1, receive data with `onActivityResult`:
    
    
    public void onActivityResult(int requestCode, int resultCode, Intent data) {
    super.onActivityResult(requestCode, resultCode, data);
    if (requestCode == 1) {
    if(resultCode == RESULT_OK) {
    String strEditText = data.getStringExtra(""editTextValue"");
    } 
    }
    } 
    

If you can, also use SharedPreferences for sharing data between Activities.",Intent,1
"Getting total out of sqlite database 

I have a database (sqlite on Android) with several columns: _id, datum, hour, note

The database is created by this:
    
    
     private static final String DATABASE_CREATE =
    ""create table worked (_id integer primary key autoincrement, ""
    + ""datum text not null, hour text not null, "" 
    + ""note text);"";
    

At the end I want the total of hours and minutes out of my database and return it to my mainActivity.

I tried to do this:
    
    
    public int getTotalHours(){
    Cursor c = db.rawQuery(""select hour from "" + DATABASE_TABLE, null);
    int total = 0;
    Date hours = new Date();
    SimpleDateFormat hourFormat = new SimpleDateFormat(""HH:mm"");
    c.moveToFirst();
    for(int i = 0; i

But I'm already getting a error in my query. I also dont know how if the data is being extracted at the right way, I cant test that because of the query error...

The error I'm getting:

> Failed to read row 0, column 1 from a cursorWindow which has 5 rows, 1 columns.

I hope I was in the right way, and that somebody can help me. Thanks in advance!

Properly loop through your records, retrieve the proper column index, and close your cursor:
    
    
    public int getTotalHours(){
    Cursor c = db.rawQuery(""select hour from "" + DATABASE_TABLE, null);
    if (c == null)
    return 0;
    try{
    int total = 0;
    Date hours = new Date();
    SimpleDateFormat hourFormat = new SimpleDateFormat(""HH:mm"");
    while(c.moveToNext())
    {
    String uur = c.getString(0);
    try {
    hours = hourFormat.parse(uur);
    total += hours.getHours();
    } catch (ParseException e) {
    e.printStackTrace();
    } 
    }
    return hours;
    }finally{
    c.close();
    }
    }",Cursor,1
"Android ClassNotFoundException on BackupAgent (wrong package name) 

I implemented a working BackupAgent a while ago but now the app crashes with the following LogCat. The thing is, it worked fine for some time and the BackupAgent.java is actually in the maturaarbeit.nicola_pfister.marks.backup package and not in the package the LogCat says. 
    
    
    05-05 14:26:52.516: E/ActivityThread(1553): Agent threw during creation: java.lang.ClassNotFoundException: maturaarbeit.nicola_pfister.marks.BackupAgent
    05-05 14:27:08.797: D/AndroidRuntime(1553): Shutting down VM
    05-05 14:27:08.797: W/dalvikvm(1553): threadid=1: thread exiting with uncaught exception (group=0x40a13300)
    05-05 14:27:08.906: E/AndroidRuntime(1553): FATAL EXCEPTION: main
    05-05 14:27:08.906: E/AndroidRuntime(1553): java.lang.RuntimeException: Unable to create BackupAgent maturaarbeit.nicola_pfister.marks.BackupAgent: java.lang.ClassNotFoundException: maturaarbeit.nicola_pfister.marks.BackupAgent
    05-05 14:27:08.906: E/AndroidRuntime(1553): at android.app.ActivityThread.handleCreateBackupAgent(ActivityThread.java:2309)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at android.app.ActivityThread.access$2300(ActivityThread.java:130)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1336)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at android.os.Handler.dispatchMessage(Handler.java:99)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at android.os.Looper.loop(Looper.java:137)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at android.app.ActivityThread.main(ActivityThread.java:4745)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at java.lang.reflect.Method.invokeNative(Native Method)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at java.lang.reflect.Method.invoke(Method.java:511)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:786)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at dalvik.system.NativeStart.main(Native Method)
    05-05 14:27:08.906: E/AndroidRuntime(1553): Caused by: java.lang.ClassNotFoundException: maturaarbeit.nicola_pfister.marks.BackupAgent
    05-05 14:27:08.906: E/AndroidRuntime(1553): at dalvik.system.BaseDexClassLoader.findClass(BaseDexClassLoader.java:61)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at java.lang.ClassLoader.loadClass(ClassLoader.java:501)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at java.lang.ClassLoader.loadClass(ClassLoader.java:461)
    05-05 14:27:08.906: E/AndroidRuntime(1553): at android.app.ActivityThread.handleCreateBackupAgent(ActivityThread.java:2280)
    05-05 14:27:08.906: E/AndroidRuntime(1553): ... 10 more
    05-05 14:32:42.866: E/Trace(1570): error opening trace file: No such file or directory (2)
    05-05 14:32:42.936: E/ActivityThread(1570): Agent threw during creation: java.lang.ClassNotFoundException: backup.BackupAgent
    05-05 14:32:42.936: D/AndroidRuntime(1570): Shutting down VM
    05-05 14:32:42.936: W/dalvikvm(1570): threadid=1: thread exiting with uncaught exception (group=0x40a13300)
    05-05 14:32:42.956: E/AndroidRuntime(1570): FATAL EXCEPTION: main
    05-05 14:32:42.956: E/AndroidRuntime(1570): java.lang.RuntimeException: Unable to create BackupAgent backup.BackupAgent: java.lang.ClassNotFoundException: backup.BackupAgent
    05-05 14:32:42.956: E/AndroidRuntime(1570): at android.app.ActivityThread.handleCreateBackupAgent(ActivityThread.java:2309)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at android.app.ActivityThread.access$2300(ActivityThread.java:130)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1336)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at android.os.Handler.dispatchMessage(Handler.java:99)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at android.os.Looper.loop(Looper.java:137)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at android.app.ActivityThread.main(ActivityThread.java:4745)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at java.lang.reflect.Method.invokeNative(Native Method)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at java.lang.reflect.Method.invoke(Method.java:511)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:786)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at dalvik.system.NativeStart.main(Native Method)
    05-05 14:32:42.956: E/AndroidRuntime(1570): Caused by: java.lang.ClassNotFoundException: backup.BackupAgent
    05-05 14:32:42.956: E/AndroidRuntime(1570): at dalvik.system.BaseDexClassLoader.findClass(BaseDexClassLoader.java:61)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at java.lang.ClassLoader.loadClass(ClassLoader.java:501)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at java.lang.ClassLoader.loadClass(ClassLoader.java:461)
    05-05 14:32:42.956: E/AndroidRuntime(1570): at android.app.ActivityThread.handleCreateBackupAgent(ActivityThread.java:2280)
    05-05 14:32:42.956: E/AndroidRuntime(1570): ... 10 more
    

Because the package seems to be the error I've been looking for the error in the Manifest.xml but it seems to be ok to me:
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

I've been searching Google with no solution for quite some time. Even excluding the class from the build path didn't work. The backup agent is never called from any class which irritates me even more.

Thanks for your time and help. Don't hesitate asking for more information.

In my case the issue was caused by ProGuard pruning the BackupAgent class. Adding a rule below to the proguard-rules.pro resolves the issue:
    
    
    -keep class com.myapp.backup.BackupAgent { *; }",BackupAgent,0
